verse,Label
يومَ الفراق لقدْ خلقتَ طويلا لم تُبقِ لي جلداً ولا معقولا,2
قالوا الرَّحِيلُ فَما شَككْتُ بأُنَها نفسي عن الدنيا تريد رحيلا,2
نَعَم إنّي حزينٌ يا حبيبي فأيامُ اللقاء مضت سراعا,2
وهاهي ساعةُ التوديع حلّت ورُبّانُ النّوى نَشَرَ الشراعا,2
رَفَعتُ بيأسِ مهزوم ٍذراعي وأثقلَ حُزنُ أعماقي الذراعا,2
وتمتمتِ الشفاهُ ولستُ أدري أقلتُ إلى اللقاء ! أم ِالوداعا؟,2
رأيتُ الليلَ يَملؤُني ظلامًا فلَم يَترُك لتعزيتي شُعاعا,2
نَاءٍ عن الأهلِ صِفْرُ الكفِّ منفردٌ كالسيفِ عُرِّيَ متناهُ من الخَللِ,2
فلا صديقَ إليه مشتكَى حزَنِي ولا أنيسَ إليه منتَهى جذلي,2
لم أرتضِ العيشَ والأيامُ مقبلةٌ فكيف أرضَى وقد ولَّتْ على عَجَلِ,2
ما كنتُ أُوثِرُ أن يمتدَّ بي زمني حتى أرى دولةَ الأوغادِ والسّفَلِ,2
تقدَّمتني أناسٌ كان شَوطُهُمُ وراءَ خطويَ إذ أمشي على مَهَلِ,2
هذا جَزاءُ امرئٍ أقرانُه درَجُوا من قَبْلهِ فتمنَّى فُسحةَ الأجلِ,2
وإنْ عَلانِيَ مَنْ دُونِي فلا عَجَبٌ لي أُسوةٌ بانحطاطِ الشمس عن زُحَلِ,2
وحسنُ ظَنِّكَ بالأيام مَعْجَزَةٌ فظُنَّ شَرّاً وكنْ منها على وَجَلِ,2
غاضَ الوفاءُ وفاضَ الغدرُ وانفرجتْ مسافةُ الخُلْفِ بين القولِ والعَمَلِ,2
خَلِّياهُ يـَنـحْ على عَـذَباتِـهْ ويَصُـغْ من دُموعـه آياتهُ,2
كَتَبَ البؤسُ فوق خَديهِ سطراً تتـراءى الآلامُ في كلماتـه:,2
شاعرٌ صاغَهُ الإلهُ من البـؤسِ وأبدى الأسى على نظراتهْ,2
لو تراهُ –والليلُ ساجٍ صموتٌ- لتفطرتَ من شَجا صَعقاتـه,2
قالَ الَّتي كانَت سَمائِيَ في الهَوى صارَت لِنَفسِيَ في الغَرامِ جَهَنَّما,2
خانَت عُهودي بَعدَما مَلَّكتُها قَلبي فَكَيفَ أُطيقُ أَن أَتَبَسَّما,2
قالَ التِجارَةُ في صِراعٍ هائِلٍ مِثلُ المُسافِرِ كادَ يَقتُلَهُ الظَما,2
قالَ العِدى حَولي عَلَت صَيحاتُهُم َأأُسَرُّ وَالأَعداءُ حَولِيَ الحِمى,2
وَعَلَيَّ لِلأَحبابِ فَرضٌ لازِمٌ لَكِنَّ كَفّي لَيسَ تَملُكُ دِرهَما,2
لا خَيرَ في عَيشٍ وَإِن سَرَّنا وَالدَهرُ لا تَبقى لَهُ باقِيَه,2
بَكَت عَيني وَعاوَدَها قَذاها بِعُوّارٍ فَما تَقضي كَراها,2
أَمِن ذِكرِ صَخرٍ دَمعُ عَينِكِ يَسجُمُ بِدَمعٍ حَثيثٍ كَالجُمانِ المُنَظَّمِ,2
إِذا ذَكَرَت نَفسي نَداهُ وَبَأسَهُ تَحَسَّرَ عَنها كُلُّ عَيشٍ وَأَنعُمِ,2
بَكَت عَيني وَحُقَّ لَها العَويلُ وَهاضَ جَناحِيَ الحَدَثُ الجَليلُ,2
فَقَدتُ الدَهرَ كَيفَ أَكَلَّ رُكني لِأَقوامٍ مَوَدَّتُهُم قَليلُ,2
أَلا لَيتَ أُمّي لَم تَلِدني سَوِيَّةً وَكُنتُ تُراباً بَينَ أَيدي القَوابِلِ,2
وَخَرَّت عَلى الأَرضِ السَماءُ فَطَبَّقَت وَماتَ جَميعاً كُلُّ حافٍ وَناعِلِ,2
أَبكي عَلى هالِكٍ أَودى فَأَورَثَني عِندَ التَفَرُّقِ حُزناً حَرُّهُ باقِ,2
لَأَبكِيَنَّكَ ما ناحَت مُطَوَّقَةٌ وَما سَرَيتُ مَعَ الساري عَلى الساقِ,2
عيدٌ بِأَيَّةِ حالٍ عُدتَ يا عيدُ بِما مَضى أَم بِأَمرٍ فيكَ تَجديدُ,2
أَمّا الأَحِبَّةُ فَالبَيداءُ دونَهُمُ فَلَيتَ دونَكَ بيداً دونَها بيدُ,2
لَم يَترُكِ الدَهرُ مِن قَلبي وَلا كَبِدي شَيْئاً تُتَيِّمُهُ عَينٌ وَلا جيدُ,2
يا ساقِيَيَّ أَخَمرٌ في كُؤوسِكُما أَم في كُؤوسِكُما هَمٌّ وَتَسهيدُ,2
أَصَخرَةٌ أَنا مالي لا تُحَرِّكُني هَذي المُدامُ وَلا هَذي الأَغاريدُ,2
ما كُنتُ أَحسَبُني أَحيا إِلى زَمَنٍ يُسيءُ بي فيهِ كَلبٌ وَهوَ مَحمودُ,2
يا عيد عدت فأين الروض والعود والهف نفسي وأين الراح والغيد,2
بل أين أحباب قلبي والمواعيد عيد بأيّة حال عدت يا عيد,2
قد حيل واحسرتا بيني وبينهم أين المؤاسون فاض الكاس أين هم,2
قَد كانَ مُضطَلَعاً بِالخَطبِ يَحمِلُهُ فَضُيَّقَت بِخُطُوبِ الدهرِ أَضلُعُهُ,2
ما آبَ مِن سَفَرٍ إِلّا وَأَزعَجَهُ رَأيُ إِلى سَفَرٍ بِالعَزمِ يَزمَعُهُ,2
وَدَّعتُهُ وَبوُدّي لَو يُوَدِّعُنِي صَفوَ الحَياةِ وَأَنّي لا أَودعُهُ,2
وَكَم تَشبَّثَ بي يَومَ الرَحيلِ ضُحَىً وَأَدمُعِي مُستَهِلّاتٍ وَأَدمُعُهُ,2
لا أَكُذب اللَهَ ثوبُ الصَبرِ مُنخَرقٌ عَنّي بِفُرقَتِهِ لَكِن أَرَقِّعُهُ,2
اِعتَضتُ مِن وَجهِ خِلّي بَعدَ فُرقَتِهِ كَأساً أَجَرَّعُ مِنها ما أَجَرَّعُهُ,2
كَم قائِلٍ لِي ذُقتُ البَينَ قُلتُ لَهُ الذَنبُ وَاللَهِ ذَنبي لَستُ أَدفَعُهُ,2
لا يَطمِئنُّ لِجَنبي مَضجَعُ وَكَذا لا يَطمَئِنُّ لَهُ مُذ بِنتُ مَضجَعُهُ,2
فيا أسفا أسفت على شباب = نعاه الشيب والرأس الخضيبُ,2
ألا ليت الشباب يعود يوماً = فأخبرَهُ بما صنع المشيبُ,2
فيما مَضى كُنتَ بِالأَعيادِ مَسرورا فَساءَكَ العيدُ في أَغماتَ مَأسورا,2
أَفطَرتَ في العيدِ لا عادَت إِساءَتُهُ فَكانَ فِطرُكَ لِلأكبادِ تَفطيرا,2
قَد كانَ دَهرُكَ إِن تأمُرهُ مُمتَثِلاً فَرَدّكَ الدَهرُ مَنهيّاً وَمأمورا,2
يُعارِكُنِي الزَّمانُ كما يَشَاءُ وبي للحُزْنِ نشرٌ وانْطِواءُ,2
ولي قلبٌ عبثنَ بهِ اللّيالِيْ بفقِد أحبَّتِي والفقدُ داءُ,2
فأيُّ مسرَّةٍ تحلُو لِقَلْبِي ولونُ الماءِ يُبرِزُهُ الإناءُ,2
يآ ربِّ من لامرئٍ ضآقت مسالكهُ! وليس يدري بما في نفسه أحدُ ..,2
يبدو مع النّاس ممراحًا به طربٌ! وإن توحد يستشري به الكمدُ .,2
أَبدى الهَوى وتَجافى عَن زِيارَتِنا وَظَلَّ يكثِرُ مِن عُذرٍ وَمِن عِلَلِ,2
لا تَدَّعِ حُبَّ مَن أَتلَفتَ مُهجَتَهُ بِالصَّدِّ مِنكَ وَبالإِعراضِ وَالبخلِ,2
تَقُول لا حِيلَةً في الوَصلِ أَعرِفُها لَو صَحَّ مِنكَ الهَوى أُرشِدتَ للحِيَلِ!,2
العابرون وقد ألفت حديثهم  ‏مروا.. ‏وأنت على الحنين تكابرُ!,2
هل كنت تدرك أن آخر عهدهم ولّى وأنت على السراب تقامر,2
‏فقلت: انظروا حالي ولا تعذلونني كفى العذلَ ما ألقى من الهمّ خالي,2
ا ‏تُغنّون والدنيا بكم مطمئنةٌ وأبكي وحيداً لا تُحسُّون ما بيا,2
‏أخذتم سناءَ الفجر والوردَ والندى وأعطيتموني سرمدَ الليل داجيا,2
خذوا حزنكم عنّي فعندي مواجعٌ‏لو اسندتها ثهلانَ لانقضّ هاويا,2
وحيداً وبحر الليل يطوي مواجعي وهل غير هذا الليل ألقاه شاكيا!,2
ياسامر الحي بي داءٌ من الضجَرِ عاصاه حتى رنـيـنُ الكـأس والوترِ,2
هل بين وحدَتِنا و الليل من نسَبِ؟ إذا أتى أقبلت نهراً من التعبِ,2
أمــاه أماه هذا اللحن يسحرني ويلهب الشوق بي والحزن والندمَا,2
أماه قلبي جريح لا دواء له إلا رضاك يعيد الجرح ملتئمَا,2
قلبٌ تقطّعَ فاستحالَ نجيعَا = فجرَى فصار مع الدموعِ دموعَا,2
عجباً لنار ضُرِّمت في صدرهِ = فاستُنْبِطَت من جفنه يُنبوعَا,2
لهبٌ يكون إذا تلبّسَ بالحشَا = قيظاً ويظهرُ في الجفونِ ربيعَا,2
حننْتَ إلى ريَّا ونفسكَ باعدتْ ... مزارَكَ من ريَّا وشَعْباكما معَا,2
بكتْ عينيَ اليُسرَى فلمَّا زجرتُها عن الجهلِ بعد الحلْمِ أسبَلَتا معَا,2
فَلَيْسَتْ عَشِيَّاتُ الحِمى بِرَواجِعٍ –عليكَ ولكنْ خَلِّ عَيْنَيْكَ تَدْمَعا,2
سَلامٌ على الدّنيا فما هِيَ راحَةٌ –إذا لم يَكُنْ شَمْلي وشَمْلُكُمُ معا,2
ولا مَرْحَباً بالرَّبْعِ لستُمْ حُلولَهُ–ولو كانَ مُخْضَلَّ الجَوانِبِ مُمْرِعا,2
لعَمْري لقد نادى مُنادي فِراقِنا — بِتَشْتيتِنا في كُلِّ وادٍ فأَسْمَعا,2
كأَنّا خُلِقْنا للنَّوى وكأنّما — حَرامٌ على الأَيّامِ أن نَتَجَمَّعا,2
هل يسمعُ اللـيلُ ـ يـا أحبابُ ـ نجوانا ؟ لكـي نـحـدثـه ســــرّاً بـما كانا,2
لكي نُحمّـلـه أشــواقَ غُــربـتنـا حتـى يُشـاركـنا دمـــعاً وأحــزانا,2
أنشتكي ـ يـا تُرى ـ للـدهر حـالتنـا آهٍ لدهر مضى فـي الــوصــل نشوانا !,2
يكفكف الدمـعَ نـجمٌ بـات يـرقُبـنـا بـالله يا نـجمُ مــن أنبـاك شكوانا ؟!,2
نظـمـتُ شعـريَ آهـاتٍ أردّدُهـــا وكم نظمــــتُ الأسى بحـراً وأوزانا !,2
فما خلوتُ بنفـسي كـي أسـامـرَهـا إلا تـفـجَّـــر دمـعُ الشوق بُركانا,2
شتّـانَ بيـن الـذي تبكـي مـحاجرُه وبيـن قـلـبٍ بـكـى شتّـان شتانا,2
"سلوا نسيماً سـرى مـن قـرب ربعكُمُ حـمَّلتُـهُ لـوعـتـي , فـارتدّ ولهانا",2
"سلوا نـحـولـي , ورقّـوا يـا أحـبتنا متـى سـتـبـتسم الــــدنيا للقيانا ؟",2
"أنا الـمـتيّـم , ذي العَـبَراتُ تشـهدُ لي أنا الـذي ذاق طعـمَ الـبعــــد ألوانا",2
"عواذلـي قـد بكَـوْنـي , يـا لَـرِقّتِهِمْ ! حالي تُـحيـل العدا فــي اللطف غزلانا",2
"إنـي أنا الصـبُّ فيكم , فارحـموا أَرَقي ووابـلاً قـد جـرى فـي الخدِّ هَــتّانا",2
...يا حسرتاه! أطلّ الــفجرُ وانطمسـت تلـك النـجـومُ ...ففاض القلبُ أشجانا,2
ما كان ظنــي بـأن الشـوقَ يـقتلنـي فأغـلبُ الـظـن أن الـبـؤسَ يغـشانا,2
حتى تجرّعتُ كــأسَ البعدِ فـي غَصَصٍ ..فصارتِ الروحُ لي فـي القـبر أكـفانا,2
جاملتُ والعمر يمضي منه أعذبُهُ.. كي لا يحسّ الذي جاملته الوجَعَا,2
جاملتُ أُسعدُ في دنياي أفئدةً .. وإن رأيتُ فؤادي بعدها انصدعَا,2
وارحمتاه على قلبٍ أعذّبهُ .. ولو درى عنه مَن جاملته فُجعَا,2
لا يشعرون ولا يومًا ألومهمُ .. فكلهم حينما مثّلتُ قد خُدعَا,2
لا يستوي مُـسعدٌ والأنس يغمرُهُ .. كمسعدٍ وهو من أحزانه شبِعَا,2
فُؤادٌ مَلاهُ الحُزنُ حَتّى تَصَدَّعا وَعَينانِ قالَ الشَوقُ جودا مَعاً مَعا,2
وفي قلبي من الهجرانِ سقمٌ وفي كبدي من الأشواقِ داءُ,2
وليلٍ بتُّ أقضيهِ بكاءً وأنجمهُ كآمالي بطاءُ,2
أَوَدِّعُهُ وأودِعُهُ فُؤادا يُعَذِّبُهُ التَفَرُّقُ وَالفَريقُ,2
أَلَمُ الفراقِ نَفَى الرُّقادَ وَنفَّرا فلذاكَ جَفْنِيَ لا يلائمُه الكرى,2
جسدٌ يذوبُ مِنَ الحنينِ ومقلةٌ حكمَ البعادُ وجَوْرُهُ أن تَسْهَرا,2
هذا الفراق وهكذا التوديع مما يقد به حشا وضلوع,2
نجد اللهيب على متون خدودنا عند الوداع وهن سلن دموع,2
لمَّا دعا في الرّكب داعي الفِرَاقْ لبّاه ماءُ الدَّمْعِ من كُل ماقْ,2
يا دمعُ لم تَدْعُ سِوَى مُهْجَتي فَلِمْ تَطَفَّلْتَ بَهَذَا السباق,2
أَمّا الفِراقُ فَإِنَّهُ ما أَعهَدُ هُوَ تَوأَمي لَو أَنَّ بَيناً يولَدُ,2
طالَ لَيلى وَبِتُّ كَالمَجنونِ وَاِعتَرَتني الهُمومُ بِالماطِرونِ,2
وَبَكَت خَشيَةَ التَفَرُّقِ لِلبَي نِ بُكاءَ الحَزينِ نَحوَ الحَزينِ,2
فَاِسأَلي عَن تَذَكُّري وَاِكتِئابي لِإيابي إِذا هُمُ عَذَلوني,2
إِنَّ الزَمانَ زَمانُ سَو وَجَميعُ هَذا الخَلقِ بَو,2
وَإِذا سَأَلتَهُمُ نَدىً فَجَوابُهُم عَن ذاكَ وَو,2
ذَهَبَ الكِرامُ بِأَسرِهِم وَبَقى لَنا لَيتا وَلَو,2
هذا البعادُ فكيفك فقدكْ قد أهلكَ العشّاقَ صدًّكْ,2
يا كَوكَباً ما كانَ أَقصَرَ عُمرَهُ وَكَذاكَ عُمرُ كَواكِبِ الأَسحارِ,2
فَكَأَنَّ قَلبي قبره وَكَأَنَّهُ في طَيِّهِ سِرٌّ مِنَ الأَسرارِ,2
أَشكو بُعادك لي وَأَنت بَمَوضِعٍ لولا الرَدى لَسَمِعتَ فيهِ سَراري,2
جازَيتَني عَن تَمادي الوَصلِ هِجرانا وَعَن تَمادي الأَسى وَالشَوقِ سُلوانا,2
بِاللَهِ هَل كانَ قَتلي في الهَوى خَطَأً أَم جِئتَهُ عامِداً ظُلماً وَعُدوانا,2
بكاؤكُما يشْفي وإن كان لا يُجْدي فجُودا فقد أوْدَى نَظيركُمُا عندي,2
ألا قاتَل اللَّهُ المنايا ورَمْيَها من القَوْمِ حَبَّات القُلوب على عَمْدِ,2
لَعَمْرِي لقد حالَتْ بيَ الحالُ بَعْدَهُ فَيَا لَيتَ شِعْرِي كيف حالَتْ به بَعْدِي,2
ثَكِلتُ سُرُوري كُلَّه إذْ ثَكلتُهُ وأصبحتُ في لذَّاتِ عيْشي أَخَا زُهْدِ,2
بِروحي مَن تَذوبُ عَلَيهِ روحي وَذُق ياقَلبُ ما صَنَعَت يَداكا,2
فَيا مَن غابَ عَنّي وَهوَ روحي وَكَيفَ أُطيقُ مِن روحي اِنفِكاكا,2
حَبيبي كَيفَ حَتّى غِبتَ عَنّي أَتَعلَمُ أَنَّ لي أَحَداً سِواكا,2
أَراكَ هَجَرتَني هَجراً طَويلاًوَما عَوَّدتَني مِن قَبلُ ذاكا,2
لَقَد حَكَمَت بِفُرقَتِنا اللَيالي وَلَم يَكُ عَن رِضايَ وَلا رِضاكا,2
فَلَيتَكَ لَو بَقيتَ لِضُعفِ حالي وَكانَ الناسُ كُلُّهُمُ فِداكا,2
يَعِزُّ عَلَيَّ حينَ أُديرُ عَيني أُفَتِّشُ في مَكانِكَ لا أَراكا,2
تَعَبُ كُلّها الحَياةُ فَما أعْجَبُ إلاّ مِنْ راغبٍ في ازْديادِ,2
إنّ حُزْناً في ساعةِ المَوْتِ أضْعَافُ سُرُورٍ في ساعَةِ الميلادِ,2
ليالي التصابي قد جفاني حبورها ... ولمّتي السوداء أسفر نورها,2
تذكرت أيام السرور التي مضت ... فياليت شعري هل يعود سرورها,2
في ذِمَّةِ اللهِ ما ألقَى وما أجِدُ أهذِهِ صَخرةٌ أمْ هذِه كبِدُ,2
قدْ يقتُلُ الحُزنُ مَنْ أحبابهُ بَعُدوا عنه فكيفَ بمنْ أحبابُهُ فُقِدوا,2
بكَيتُ حتَّى بكا من ليسَ يعرِفُني ونُحتُ حتَّى حكاني طائرٌ غَرِد,2
أقاسي الحب من قاسي الفؤاد وأرعاه ولا يرعى ودادي,2
وأشكوها البعاد وليس تصغي إلى الشكوى وتمكث في ازدياد,2
أَضاعَ الغِنى وَأَضاعَ الصِحابَ وَرُبَّ مَريضٍ بِلا زائِرِ,2
تَعيسٌ تُعانِقُهُ النائِباتُ عِناقَ الحَبائِلِ لِلطائِرِ,2
كَثيرُ الهُمومِ بِلا ناصِرٍ كَسيرُ الفُؤادِ بِلا جابِرِ,2
سَإِمتُ الحَياةَ فَلَيتَ الحِمامَ يُعيدُ إِلى أَصلِهِ سائِري,2
وكنا كندماني جذيمةَ حقبةً من الدهر حتى قيل لن يتصدعا,2
فلما تَفَرّقنا كأني ومالكاً لطول اجتماعِ لم نَبت ليلةٌ معا,2
أَضحى التَنائي بَديلاً مِن تَدانينا وَنابَ عَن طيبِ لُقيانا تَجافينا,2
أَنَّ الزَمانَ الَّذي مازالَ يُضحِكُنا أُنساً بِقُربِهِمُ قَد عادَ يُبكينا,2
وَقَد نَكونُ وَما يُخشى تَفَرُّقُنا فَاليَومَ نَحنُ وَما يُرجى تَلاقينا,2
كُنّا نَرى اليَأسَ تُسلينا عَوارِضُهُ وَقَد يَئِسنا فَما لِليَأسِ يُغرينا,2
نَكادُ حينَ تُناجيكُم ضَمائِرُنا يَقضي عَلَينا الأَسى لَولا تَأَسّينا,2
حالَت لِفَقدِكُمُ أَيّامُنا فَغَدَت سوداً وَكانَت بِكُم بيضاً لَيالينا,2
والصحب؟ أين رفاق العمر؟ هل بقيت سوى ثمالة أيام.. وتذكار,2
بلى! اكتفيت.. وأضناني السرى! وشكا قلبي العناء!... ولكن تلك أقداري,2
طال اغترابي وما بيني بمقتضب والدهر قد جدّ في حربي وفي طلبي,2
والشوق في أضلعي نار تُذَوِّبُني ما أفتكَ الشوق في أضلاع مغترب,2
أين الأحبة ما بيني وبينهم=لج البحار وأطراف القنا السلب,2
عـــــزَّ الــلــقــاء فــــــلا لــقــيــا ولا نـــظـــر .........ولا حـــديـــث عـــلـــى بـــعـــد ولا قـــــــرب,2
كــم ذا أحــن إلــى أهـلــي إلـــى بـلــدي إلـــى صـحـابـي وعـهــد الــجــدّ والـلـعــب,2
ألقى الشدائد ليلي كله سهر وما نهاري سوى ليلي بلا شهب,2
أكابد السقم في جسمي وفي ولدي وفي رفيقة درب هدّها خببي,2
ما غاب وجهُكُمُ عن عين مدَّكرٍ=ولا رقا جرحكم في قلب محتسبِ,2
يا فؤادي رحم الله الهوى كان صرحاً من خيال فهوى,2
اسقني واشرب على أطلاله واروِ عني طالما الدمع روى,2
كيف ذاك الحب أمسى خبراًوحديثاً من أحاديث الجوى,2
وبساطا من ندامى حلم هم تواروا أبداً وهو انطوى,2
من للمحب ومن يعينه والحبُ أهنأه حزينه,2
أنا ما عرفتُ سوى قساوته فقولوا كيف لينُه؟,2
إن يُقض دين ذوى الهوى فأنا الذى بَقيت دُيُونه,2
لكُل شيءٍ إذا مَا تَم نُقْصَانُ فَلا يُغَر بطيْبِ العَيْشِ إنْسَانُ,2
هي الأمُوْرُ كما شاهدْتُهَا دُولٌ مَنْ سَرهُ زمنٌ سَاءَتْهُ أزمانُ,2
وَاحَرّ قَلْباهُ ممّنْ قَلْبُهُ شَبِمُ وَمَنْ بجِسْمي وَحالي عِندَهُ سَقَمُ,2
بانَت سُعادُ فَقَلبي اليَومَ مَتبولُ مُتَيَّمٌ إِثرَها لَم يُفدَ مَكبولُ,2
حيرانُ القلبِ مُعَذَّبُهُ مقروح الجفنِ مسهَّدُه,2
يستهوي الوُرْق تأوُّهه ويذيب الصخرَ تنهُّدهُ,2
ويناجي النجمَ ويُتعبه ويُقيم الليلَ ويُقْعِدهُ,2
بكتك، لعمري، عيونٌ شحاحٌ تعوَّدنَ عند المصاب الجمودا,2
طريقيَ كلُّه صخرٌ، وإني لأَعثر بالحصاة على الأديم,2
اليوم ضاع من الشبيبة مصطفى فابكوا وقولوا لا سرور ولا صفا,2
رَغِبنا في الحياةِ لفرطِ جَهْلٍ وَفَقْدُ حياتنا حَظُّ رَغيبُ,2
شَهدتُ فلم أُشاهِد غيرَ نُكْرٍ وغَيَّبَني الـمُنَى فمتى أَغيبُ..؟,2
رَبِّي متى أَرحلُ عن هذه الدنيا فإنِّي قد أَطَلتُ الـمُقامْ,2
لم أَدرِ ما نَجمي ولكنّه في النَّحسِ مُذ كانَ جَرَى واستقامْ,2
لَأَبكِيَنَّ لِفِقدانِ الشَبابِ وَقَد نادى المَشيبُ عَنِ الدُنيا بِرِحلَتِيَه,2
يا بَيتُ بَيتَ الرَدى يا بَيتَ مُنقَطَعي يا بَيتُ بَيتَ الرَدى يا بَيتَ غُربَتِيَه,2
فُؤادٌ مَلاهُ الحُزنُ حَتّى تَصَدَّعا وَعَينانِ قالَ الشَوقُ جودا مَعاً مَعا,2
أودى بي الحزنُ واغتال الجوى جلدي وفرقَ الشجوُ بينَ الروحِ والجَسَدِ,2
واستهدَفَتني صُروفُ الدهر راميةً تُصوبُ النبلَ نحوَ القلبِ والكبدِ,2
هذي الديار فقف، واستنطق الحجرا ... واذرف دموعك في ساحاتها دررا,2
نظرت، فانفض دمعي ما أكتمه ... إن المحب معنى حيثما نظرا,2
يا لهف نفسي على عهد الصبا؛ فلقد ... ولى، وأعقب في قلبي له ذكرا,2
أثَّرَ الحزنُ بقلبي أثراً يومَ غيبتُ الثريَّا في الثرى,2
عنَّفَ العاذلُ في حزني ومِنْ حقِّه تمهيد عذري لو درى,2
كنتُ أبكي من تشكِّيها فمذْ بَعُدَتْ صارَ بكائي أكثرا,2
فجرى مِنْ دمعِ عيني ما كفى وكفى منْ رَوْعِ بيني ما جرى,2
مَمْلُوءٍ مِنَ الحَزَنِ يعالجُ سَوْرَةَ الأَرَقِ,2
تكادُ غُروبُ مُقْلَتِهِ تَعُمُّ الأَرْضَ بالغَرَقِ,2
غلا الحزنُ في عينيكَ والحزنُ جمرةٌ,2
تصاول حبَّات العيونِ بلا رفقِ,2
رأى الحُزنُ مَا عِندِي مِنَ الحزنِ والكَربِ,2
فَرُوِّعَ مِن حَالِي فَلم يَستَطِع قُربِي,2
وأظهَرَ عَجزاً عَن مُقَاوَمَة الأسَى,2
وأيقن أنَّ الخَطبَ أعظَمُ مِن خَطبي,2